County,Year,Variable,Average,CI_Low,CI_High
Elbert,2023,Injury Death Rate,90.718553508,72.661842458,111.9010006
Elbert,2023,Drug Overdose Mortality Rate,22.550261063,12.007064287,38.561633191
Elbert,2023,Median Household Income,42866.0,37221.914894,48510.085106
Elbert,2023,Suicide Rate (Age-Adjusted),12.698024663,6.338808161,22.720273678
Emanuel,2023,Average Number of Physically Unhealthy Days,4.3929168644,4.0874886411,4.7131518971
Emanuel,2023,Average Number of Mentally Unhealthy Days,5.3291153685,5.0784803801,5.5692057912
Emanuel,2023,% Adults Reporting Currently Smoking,24.9,22.4,27.4
Emanuel,2023,% Adults with Obesity,40.5,39.2,41.7
Emanuel,2023,% Excessive Drinking,15.006987155,14.427617254,15.652090412
Emanuel,2023,Teen Birth Rate,42.967166599,37.183212248,48.75112095
Emanuel,2023,% Uninsured,19.204792389,16.821813665,21.587771112
Emanuel,2023,Preventable Hospitalization Rate,4933.0,,
Emanuel,2023,% Unemployed,5.2655782939,,
Emanuel,2023,% Children in Poverty,33.2,23.906382979,42.493617021
Emanuel,2023,Injury Death Rate,82.351899407,66.468611284,100.88664042
Emanuel,2023,Drug Overdose Mortality Rate,,,
Emanuel,2023,Median Household Income,45252.0,41509.531915,48994.468085
Emanuel,2023,Suicide Rate (Age-Adjusted),8.9291018824,4.2818514233,16.420936275
Evans,2023,Average Number of Physically Unhealthy Days,4.3750655907,4.0585189693,4.7250453111
Evans,2023,Average Number of Mentally Unhealthy Days,5.1324011615,4.8783946747,5.3710872282
Evans,2023,% Adults Reporting Currently Smoking,23.7,21.0,26.2
Evans,2023,% Adults with Obesity,40.1,38.7,41.5
Evans,2023,% Excessive Drinking,14.806262766,14.246206534,15.421663889
Evans,2023,Teen Birth Rate,48.738777255,39.791759994,57.685794516
Evans,2023,% Uninsured,18.649439298,16.028162702,21.270715894
Evans,2023,Preventable Hospitalization Rate,4104.0,,
Evans,2023,% Unemployed,3.4948831821,,
Evans,2023,% Children in Poverty,37.1,25.065957447,49.134042553
Evans,2023,Injury Death Rate,102.88450746,77.506691181,133.91832836
Evans,2023,Drug Overdose Mortality Rate,,,
Evans,2023,Median Household Income,41847.0,35891.93617,47802.06383
Evans,2023,Suicide Rate (Age-Adjusted),22.531673477,11.642444477,39.358299156
Fannin,2023,Average Number of Physically Unhealthy Days,3.6536866551,3.2659645105,4.0505469236
Fannin,2023,Average Number of Mentally Unhealthy Days,5.2407748369,4.8600694232,5.6090606552
Fannin,2023,% Adults Reporting Currently Smoking,20.3,16.8,23.8
Fannin,2023,% Adults with Obesity,31.0,29.3,32.7
Fannin,2023,% Excessive Drinking,17.794351687,16.895539966,18.796629461
Fannin,2023,Teen Birth Rate,31.132075472,25.821064723,36.44308622
Fannin,2023,% Uninsured,18.666886471,16.164758811,21.169014131
Fannin,2023,Preventable Hospitalization Rate,2972.0,,
Fannin,2023,% Unemployed,2.8312282784,,
Fannin,2023,% Children in Poverty,22.9,14.917021277,30.882978723
Fannin,2023,Injury Death Rate,110.16719035,92.046940871,128.28743983
Fannin,2023,Drug Overdose Mortality Rate,15.253009292,7.8814524789,26.643937626
Fannin,2023,Median Household Income,54446.0,48619.617021,60272.382979
Fannin,2023,Suicide Rate (Age-Adjusted),21.014109731,13.00806513,32.122298958
Fayette,2023,Average Number of Physically Unhealthy Days,2.6702874808,2.4405672131,2.9081324746
Fayette,2023,Average Number of Mentally Unhealthy Days,4.3455784191,4.1028869009,4.5815648421
Fayette,2023,% Adults Reporting Currently Smoking,13.1,10.9,15.2
Fayette,2023,% Adults with Obesity,31.4,30.1,32.7
Fayette,2023,% Excessive Drinking,15.365705421,14.847432482,15.901699641
Fayette,2023,Teen Birth Rate,6.0070786116,5.1414461734,6.8727110497
Fayette,2023,% Uninsured,12.251410153,10.821622919,13.681197387
Fayette,2023,Preventable Hospitalization Rate,2412.0,,
Fayette,2023,% Unemployed,2.9138731305,,
Fayette,2023,% Children in Poverty,8.6,5.9787234043,11.221276596
Fayette,2023,Injury Death Rate,51.243491108,45.355755677,57.131226539
Fayette,2023,Drug Overdose Mortality Rate,9.892319196,6.8507186143,13.823524545
Fayette,2023,Median Household Income,92319.0,87066.914894,97571.085106
Fayette,2023,Suicide Rate (Age-Adjusted),10.801698442,8.1811009156,13.994853216
Floyd,2023,Average Number of Physically Unhealthy Days,3.7780758611,3.4504820105,4.1073007512
Floyd,2023,Average Number of Mentally Unhealthy Days,5.2765870939,5.0058531989,5.5456300527
Floyd,2023,% Adults Reporting Currently Smoking,20.7,17.7,23.5
Floyd,2023,% Adults with Obesity,38.1,36.8,39.5
Floyd,2023,% Excessive Drinking,16.689206363,15.989376384,17.354819483
Floyd,2023,Teen Birth Rate,26.987018902,25.00331803,28.970719774
Floyd,2023,% Uninsured,19.258703054,17.114022203,21.403383905
Floyd,2023,Preventable Hospitalization Rate,4539.0,,
Floyd,2023,% Unemployed,3.6772914721,,
Floyd,2023,% Children in Poverty,25.2,18.408510638,31.991489362
Floyd,2023,Injury Death Rate,86.058519793,77.837817982,94.279221605
Floyd,2023,Drug Overdose Mortality Rate,19.659084361,14.927966973,25.413925324
Floyd,2023,Median Household Income,59685.0,56644.319149,62725.680851
Floyd,2023,Suicide Rate (Age-Adjusted),19.768037174,15.974586255,24.191071084
Forsyth,2023,Average Number of Physically Unhealthy Days,2.4470425744,2.184676703,2.7313461077
Forsyth,2023,Average Number of Mentally Unhealthy Days,4.1862269738,3.9237574451,4.4730205582
Forsyth,2023,% Adults Reporting Currently Smoking,11.2,8.9,13.7
Forsyth,2023,% Adults with Obesity,26.8,25.5,28.3
Forsyth,2023,% Excessive Drinking,17.725508423,16.998066434,18.453160295
Forsyth,2023,Teen Birth Rate,5.0319433949,4.4557636219,5.608123168
Forsyth,2023,% Uninsured,10.099016941,9.0266765158,11.171357367
Forsyth,2023,Preventable Hospitalization Rate,2332.0,,
Forsyth,2023,% Unemployed,2.4852201431,,
Forsyth,2023,% Children in Poverty,5.6,4.0510638298,7.1489361702
Forsyth,2023,Injury Death Rate,40.061421867,36.451050633,43.671793101
Forsyth,2023,Drug Overdose Mortality Rate,9.976616451,7.8200747184,12.544097353
Forsyth,2023,Median Household Income,120919.0,112913.38298,128924.61702
Forsyth,2023,Suicide Rate (Age-Adjusted),11.686384179,9.6633562362,13.709412123
Franklin,2023,Average Number of Physically Unhealthy Days,3.9630312689,3.5931718712,4.3314362545
Franklin,2023,Average Number of Mentally Unhealthy Days,5.2977670271,4.9886452784,5.6205640023
Franklin,2023,% Adults Reporting Currently Smoking,21.8,18.6,24.8
Franklin,2023,% Adults with Obesity,35.3,33.4,37.0
Franklin,2023,% Excessive Drinking,17.14158455,16.260580206,18.05749482
Franklin,2023,Teen Birth Rate,34.693099504,29.652717189,39.733481819
Franklin,2023,% Uninsured,17.836549124,15.453570401,20.219527847
Franklin,2023,Preventable Hospitalization Rate,4536.0,,
Franklin,2023,% Unemployed,3.6692710909,,
Franklin,2023,% Children in Poverty,27.7,20.193617021,35.206382979
Franklin,2023,Injury Death Rate,110.41941991,91.215067267,129.62377255
Franklin,2023,Drug Overdose Mortality Rate,30.053237163,18.603427477,45.939565423
Franklin,2023,Median Household Income,48045.0,41087.893617,55002.106383
Franklin,2023,Suicide Rate (Age-Adjusted),26.839752232,18.236309463,38.096885878
Fulton,2023,Average Number of Physically Unhealthy Days,2.8707323723,2.6192839035,3.1372681846
Fulton,2023,Average Number of Mentally Unhealthy Days,4.5042867918,4.2817306899,4.7357317256
Fulton,2023,% Adults Reporting Currently Smoking,13.0,10.9,15.2
Fulton,2023,% Adults with Obesity,29.3,28.2,30.4
Fulton,2023,% Excessive Drinking,19.463331873,18.959337877,19.959147355
Fulton,2023,Teen Birth Rate,17.064832256,16.543302923,17.586361589
Fulton,2023,% Uninsured,11.043056418,10.089864929,11.996247907
Fulton,2023,Preventable Hospitalization Rate,2976.0,,
Fulton,2023,% Unemployed,4.6526010992,,
Fulton,2023,% Children in Poverty,19.3,15.725531915,22.874468085
Fulton,2023,Injury Death Rate,67.063505049,64.849580792,69.277429306
Fulton,2023,Drug Overdose Mortality Rate,16.606855874,15.192998657,18.020713091
Fulton,2023,Median Household Income,82820.0,80529.957447,85110.042553
Fulton,2023,Suicide Rate (Age-Adjusted),10.623081001,9.7522382216,11.49392378
Gilmer,2023,Average Number of Physically Unhealthy Days,3.8023089625,3.4177585926,4.1843386106
Gilmer,2023,Average Number of Mentally Unhealthy Days,5.4119017186,5.0818594786,5.7562115408
Gilmer,2023,% Adults Reporting Currently Smoking,20.3,17.1,23.6
Gilmer,2023,% Adults with Obesity,34.5,32.8,36.2
Gilmer,2023,% Excessive Drinking,18.162788677,17.27468641,19.028294607
Gilmer,2023,Teen Birth Rate,36.864771748,31.925524871,41.804018626
Gilmer,2023,% Uninsured,21.840020665,19.099595133,24.580446197
Gilmer,2023,Preventable Hospitalization Rate,2201.0,,
Gilmer,2023,% Unemployed,3.0300575225,,
Gilmer,2023,% Children in Poverty,23.3,15.674468085,30.925531915
Gilmer,2023,Injury Death Rate,106.10079576,89.862038552,122.33955296
Gilmer,2023,Drug Overdose Mortality Rate,21.239765088,12.973800309,32.80309453
Gilmer,2023,Median Household Income,57970.0,52324.723404,63615.276596
Gilmer,2023,Suicide Rate (Age-Adjusted),26.162316033,18.603964227,35.764747271
Glascock,2023,Average Number of Physically Unhealthy Days,4.1277798985,3.7574308153,4.508278064
Glascock,2023,Average Number of Mentally Unhealthy Days,5.4017655973,5.0693306584,5.7145797405
Glascock,2023,% Adults Reporting Currently Smoking,23.9,20.8,26.9
Glascock,2023,% Adults with Obesity,36.3,34.5,38.0
Glascock,2023,% Excessive Drinking,17.605753313,16.77003129,18.581990225
Glascock,2023,Teen Birth Rate,36.161335188,23.621784723,52.984734469
Glascock,2023,% Uninsured,16.819699499,14.198422903,19.440976095
Glascock,2023,Preventable Hospitalization Rate,2663.0,,
Glascock,2023,% Unemployed,2.6128266033,,
Glascock,2023,% Children in Poverty,19.4,12.608510638,26.191489362
Glascock,2023,Injury Death Rate,113.19749634,65.941713075,181.24015725
Glascock,2023,Drug Overdose Mortality Rate,,,
Glascock,2023,Median Household Income,49175.0,42116.617021,56233.382979
Glascock,2023,Suicide Rate (Age-Adjusted),,,
Glynn,2023,Average Number of Physically Unhealthy Days,3.6720806079,3.3763927178,3.9841305843
Glynn,2023,Average Number of Mentally Unhealthy Days,5.2250181473,4.9454456786,5.5191162654
Glynn,2023,% Adults Reporting Currently Smoking,18.5,15.9,21.0
Glynn,2023,% Adults with Obesity,36.3,35.0,37.6
Glynn,2023,% Excessive Drinking,16.728133774,16.114568424,17.373060653
Glynn,2023,Teen Birth Rate,31.923475856,29.265130748,34.581820963
Glynn,2023,% Uninsured,18.33647524,16.072645453,20.600305027
Glynn,2023,Preventable Hospitalization Rate,4401.0,,
Glynn,2023,% Unemployed,3.7601081605,,
Glynn,2023,% Children in Poverty,26.1,18.831914894,33.368085106
Glynn,2023,Injury Death Rate,82.890507041,74.243346643,91.537667439
Glynn,2023,Drug Overdose Mortality Rate,17.572702174,12.817649549,23.513658089
Glynn,2023,Median Household Income,60685.0,54939.638298,66430.361702
Glynn,2023,Suicide Rate (Age-Adjusted),19.35199248,15.221569699,24.257890149
Gordon,2023,Average Number of Physically Unhealthy Days,4.0196820957,3.6561624254,4.3652571446
Gordon,2023,Average Number of Mentally Unhealthy Days,4.8747647358,4.6000038012,5.1765563347
Gordon,2023,% Adults Reporting Currently Smoking,21.2,18.3,24.2
Gordon,2023,% Adults with Obesity,37.3,35.7,38.8
Gordon,2023,% Excessive Drinking,16.102765912,15.381691278,16.836777775
Gordon,2023,Teen Birth Rate,34.221098051,31.09378688,37.348409222
Gordon,2023,% Uninsured,21.175742574,18.673614915,23.677870234
Gordon,2023,Preventable Hospitalization Rate,3352.0,,
Gordon,2023,% Unemployed,3.1997503987,,
Gordon,2023,% Children in Poverty,17.5,11.780851064,23.219148936
Gordon,2023,Injury Death Rate,71.076655306,61.346805786,80.806504826
Gordon,2023,Drug Overdose Mortality Rate,11.466049029,7.0037606264,17.708382773
Gordon,2023,Median Household Income,56053.0,49372.319149,62733.680851
Gordon,2023,Suicide Rate (Age-Adjusted),19.505657608,14.694330738,25.38929451
Grady,2023,Average Number of Physically Unhealthy Days,3.9867789945,3.7040433445,4.2865506789
Grady,2023,Average Number of Mentally Unhealthy Days,4.9790444424,4.7356937235,5.2312656651
Grady,2023,% Adults Reporting Currently Smoking,21.4,19.1,23.8
Grady,2023,% Adults with Obesity,39.6,38.3,40.9
Grady,2023,% Excessive Drinking,15.791221148,15.176655985,16.407435829
Grady,2023,Teen Birth Rate,39.007729642,33.817615867,44.197843417
Grady,2023,% Uninsured,20.370758274,17.749481678,22.99203487
Grady,2023,Preventable Hospitalization Rate,3543.0,,
Grady,2023,% Unemployed,3.125,,
Grady,2023,% Children in Poverty,31.3,22.363829787,40.236170213
Grady,2023,Injury Death Rate,82.591761877,66.563267979,98.620255775
Grady,2023,Drug Overdose Mortality Rate,,,
Grady,2023,Median Household Income,42171.0,36767.595745,47574.404255
Grady,2023,Suicide Rate (Age-Adjusted),13.215894577,7.5540256483,21.461784815
Greene,2023,Average Number of Physically Unhealthy Days,3.5742743068,3.284644211,3.8780211544
Greene,2023,Average Number of Mentally Unhealthy Days,4.8987936521,4.6404521125,5.1604554592
Greene,2023,% Adults Reporting Currently Smoking,18.2,15.5,20.9
Greene,2023,% Adults with Obesity,38.6,37.2,40.2
Greene,2023,% Excessive Drinking,15.886265599,15.295514119,16.516385856
Greene,2023,Teen Birth Rate,33.004552352,26.435293451,40.710993392
Greene,2023,% Uninsured,17.076790876,14.812961088,19.340620663
Greene,2023,Preventable Hospitalization Rate,2631.0,,
Greene,2023,% Unemployed,3.7339233854,,
Greene,2023,% Children in Poverty,26.4,17.225531915,35.574468085
Greene,2023,Injury Death Rate,74.038342887,57.261249025,94.194925505
Greene,2023,Drug Overdose Mortality Rate,,,
Greene,2023,Median Household Income,65261.0,59253.510638,71268.489362
Greene,2023,Suicide Rate (Age-Adjusted),19.924395137,11.151532709,32.862259772
Gwinnett,2023,Average Number of Physically Unhealthy Days,2.9030547387,2.6934336374,3.1184943613
Gwinnett,2023,Average Number of Mentally Unhealthy Days,4.2450159316,4.0636249989,4.4387455579
Gwinnett,2023,% Adults Reporting Currently Smoking,13.7,12.1,15.5
Gwinnett,2023,% Adults with Obesity,30.2,29.3,31.1
Gwinnett,2023,% Excessive Drinking,14.357357478,13.973865212,14.750385089
Gwinnett,2023,Teen Birth Rate,13.579012319,13.107860523,14.050164116
Gwinnett,2023,% Uninsured,15.600088494,14.408599132,16.791577856
Gwinnett,2023,Preventable Hospitalization Rate,2420.0,,
Gwinnett,2023,% Unemployed,3.4907889577,,
Gwinnett,2023,% Children in Poverty,15.6,12.978723404,18.221276596
Gwinnett,2023,Injury Death Rate,44.755638315,42.829446865,46.681829765
Gwinnett,2023,Drug Overdose Mortality Rate,10.617609983,9.4120891842,11.823130782
Gwinnett,2023,Median Household Income,75021.0,71310.702128,78731.297872
Gwinnett,2023,Suicide Rate (Age-Adjusted),11.464372978,10.460094393,12.468651562
Habersham,2023,Average Number of Physically Unhealthy Days,3.6654037823,3.3238147752,4.0274928694
Habersham,2023,Average Number of Mentally Unhealthy Days,5.4189818163,5.0920242829,5.7195264503
Habersham,2023,% Adults Reporting Currently Smoking,19.9,16.7,23.0
Habersham,2023,% Adults with Obesity,35.6,34.0,37.3
Habersham,2023,% Excessive Drinking,17.450958947,16.704077612,18.25793487
Habersham,2023,Teen Birth Rate,27.337446607,24.180132607,30.494760606
Habersham,2023,% Uninsured,21.48675298,18.98462532,23.988880639
Habersham,2023,Preventable Hospitalization Rate,3091.0,,
Habersham,2023,% Unemployed,3.5606712565,,
Habersham,2023,% Children in Poverty,19.0,13.161702128,24.838297872
Habersham,2023,Injury Death Rate,82.898889953,71.017042199,94.780737707
Habersham,2023,Drug Overdose Mortality Rate,19.010989814,12.418609723,27.855504839
Habersham,2023,Median Household Income,55987.0,47839.595745,64134.404255
Habersham,2023,Suicide Rate (Age-Adjusted),19.339708364,13.938360693,26.141667421
Hall,2023,Average Number of Physically Unhealthy Days,3.4481013436,3.1404775042,3.7309976375
Hall,2023,Average Number of Mentally Unhealthy Days,4.8394998659,4.5932193918,5.0926536249
Hall,2023,% Adults Reporting Currently Smoking,18.2,15.8,20.6
Hall,2023,% Adults with Obesity,32.8,31.4,34.1
Hall,2023,% Excessive Drinking,17.487944311,16.840409976,18.180800887
Hall,2023,Teen Birth Rate,28.659160696,27.126945008,30.191376384
Hall,2023,% Uninsured,20.454678964,18.548295985,22.361061942
Hall,2023,Preventable Hospitalization Rate,3459.0,,
Hall,2023,% Unemployed,2.664325521,,
Hall,2023,% Children in Poverty,16.1,11.929787234,20.270212766
Hall,2023,Injury Death Rate,65.996004566,60.983709831,71.008299302
Hall,2023,Drug Overdose Mortality Rate,15.493003686,12.534765169,18.939393591
Hall,2023,Median Household Income,68057.0,61762.361702,74351.638298
Hall,2023,Suicide Rate (Age-Adjusted),16.185053917,13.693719951,18.676387884
Hancock,2023,Average Number of Physically Unhealthy Days,4.6159450478,4.2362191537,4.9569380065
Hancock,2023,Average Number of Mentally Unhealthy Days,5.1775289664,4.8828537945,5.4421092041
Hancock,2023,% Adults Reporting Currently Smoking,26.1,23.0,28.9
Hancock,2023,% Adults with Obesity,46.9,45.2,48.5
Hancock,2023,% Excessive Drinking,13.706724743,12.993787263,14.464738374
Hancock,2023,Teen Birth Rate,33.984706882,24.279172848,46.277525033
Hancock,2023,% Uninsured,12.830793905,10.566964118,15.094623693
Hancock,2023,Preventable Hospitalization Rate,2944.0,,
Hancock,2023,% Unemployed,6.3636363636,,
Hancock,2023,% Children in Poverty,44.0,28.868085106,59.131914894
Hancock,2023,Injury Death Rate,101.17647059,73.22191344,136.28404191
Hancock,2023,Drug Overdose Mortality Rate,,,
Hancock,2023,Median Household Income,35830.0,30524.297872,41135.702128
Hancock,2023,Suicide Rate (Age-Adjusted),,,
Haralson,2023,Average Number of Physically Unhealthy Days,3.6232338555,3.2609160296,4.033883643
Haralson,2023,Average Number of Mentally Unhealthy Days,5.0983185553,4.7661727896,5.456352411
Haralson,2023,% Adults Reporting Currently Smoking,21.0,17.6,24.5
Haralson,2023,% Adults with Obesity,32.5,30.6,34.3
Haralson,2023,% Excessive Drinking,18.111554667,17.152047097,19.174190373
Haralson,2023,Teen Birth Rate,34.754195752,30.301168166,39.207223339
Haralson,2023,% Uninsured,16.111553785,13.847723998,18.375383572
Haralson,2023,Preventable Hospitalization Rate,3961.0,,
Haralson,2023,% Unemployed,3.5058823529,,
Haralson,2023,% Children in Poverty,20.6,13.808510638,27.391489362
Haralson,2023,Injury Death Rate,116.88715322,99.469092457,134.30521399
Haralson,2023,Drug Overdose Mortality Rate,32.327105721,21.649970056,46.427116242
Haralson,2023,Median Household Income,62472.0,57639.319149,67304.680851
Haralson,2023,Suicide Rate (Age-Adjusted),21.731264676,14.661993021,31.022731571
Harris,2023,Average Number of Physically Unhealthy Days,2.8910826353,2.6272435251,3.1610561071
Harris,2023,Average Number of Mentally Unhealthy Days,4.6340977405,4.360323549,4.9309262703
Harris,2023,% Adults Reporting Currently Smoking,15.0,12.4,17.6
Harris,2023,% Adults with Obesity,32.1,30.6,33.7
Harris,2023,% Excessive Drinking,17.964660703,17.148246386,18.754597737
Harris,2023,Teen Birth Rate,13.161428955,10.685084216,16.039566249
Harris,2023,% Uninsured,11.691248087,10.02316298,13.359333193
Harris,2023,Preventable Hospitalization Rate,3113.0,,
Harris,2023,% Unemployed,2.8671287246,,
Harris,2023,% Children in Poverty,9.7,6.0063829787,13.393617021
Harris,2023,Injury Death Rate,74.412487454,61.571245218,87.25372969
Harris,2023,Drug Overdose Mortality Rate,15.1241599,8.6447641611,24.560688147
Harris,2023,Median Household Income,80911.0,70415.170213,91406.829787
Harris,2023,Suicide Rate (Age-Adjusted),15.149081737,9.7063025161,22.540632803
Hart,2023,Average Number of Physically Unhealthy Days,3.8127884664,3.4998172365,4.1295919683
Hart,2023,Average Number of Mentally Unhealthy Days,5.3146902796,5.0367549314,5.6123078055
Hart,2023,% Adults Reporting Currently Smoking,20.6,17.9,23.4
Hart,2023,% Adults with Obesity,35.9,34.3,37.4
Hart,2023,% Excessive Drinking,16.724377405,15.937110072,17.48393325
Hart,2023,Teen Birth Rate,30.718820397,25.80278528,35.634855515
Hart,2023,% Uninsured,17.897435897,15.395308238,20.399563557
Hart,2023,Preventable Hospitalization Rate,3060.0,,
Hart,2023,% Unemployed,3.9175257732,,
Hart,2023,% Children in Poverty,24.0,16.255319149,31.744680851
Hart,2023,Injury Death Rate,63.818172032,50.830817794,79.112226022
Hart,2023,Drug Overdose Mortality Rate,13.97535256,6.9764456451,25.00576612
Hart,2023,Median Household Income,59149.0,53447.723404,64850.276596
Hart,2023,Suicide Rate (Age-Adjusted),11.429141628,6.2484180811,19.176157613
Heard,2023,Average Number of Physically Unhealthy Days,4.0388981091,3.7243936277,4.4074249394
Heard,2023,Average Number of Mentally Unhealthy Days,5.5253043614,5.2309514783,5.7947247834
Heard,2023,% Adults Reporting Currently Smoking,23.3,20.2,26.2
Heard,2023,% Adults with Obesity,36.5,34.8,38.2
Heard,2023,% Excessive Drinking,17.60074863,16.751193248,18.484279615
Heard,2023,Teen Birth Rate,31.877213695,25.31510901,39.620466029
Heard,2023,% Uninsured,15.845470509,13.462491786,18.228449233
Heard,2023,Preventable Hospitalization Rate,4203.0,,
Heard,2023,% Unemployed,3.8747852644,,
Heard,2023,% Children in Poverty,26.0,18.374468085,33.625531915
Heard,2023,Injury Death Rate,120.35530241,93.998489718,151.81183738
Heard,2023,Drug Overdose Mortality Rate,,,
Heard,2023,Median Household Income,50379.0,43097.808511,57660.191489
Heard,2023,Suicide Rate (Age-Adjusted),19.88153668,9.9247914781,35.573560968
Henry,2023,Average Number of Physically Unhealthy Days,3.2338925954,2.9909499132,3.4763296914
Henry,2023,Average Number of Mentally Unhealthy Days,5.0638390087,4.8294367923,5.296754442
Henry,2023,% Adults Reporting Currently Smoking,16.4,14.1,18.4
Henry,2023,% Adults with Obesity,40.7,39.3,42.0
Henry,2023,% Excessive Drinking,15.438863383,14.9028689,15.978011884
Henry,2023,Teen Birth Rate,15.501636819,14.52407312,16.479200518
Henry,2023,% Uninsured,13.40352763,11.85459146,14.9524638
Henry,2023,Preventable Hospitalization Rate,3079.0,,
Henry,2023,% Unemployed,4.2060917555,,
Henry,2023,% Children in Poverty,14.0,10.068085106,17.931914894
Henry,2023,Injury Death Rate,62.961300077,58.378185072,67.544415082
Henry,2023,Drug Overdose Mortality Rate,14.632344585,11.806479789,17.45820938
Henry,2023,Median Household Income,76577.0,69653.255319,83500.744681
Henry,2023,Suicide Rate (Age-Adjusted),14.245686782,12.056279774,16.435093791
Houston,2023,Average Number of Physically Unhealthy Days,3.183760262,2.9500986718,3.4351254834
Houston,2023,Average Number of Mentally Unhealthy Days,4.721537627,4.4778120367,4.9660048171
Houston,2023,% Adults Reporting Currently Smoking,16.9,14.5,19.4
Houston,2023,% Adults with Obesity,37.2,35.8,38.6
Houston,2023,% Excessive Drinking,17.30035253,16.708279374,17.876293445
Houston,2023,Teen Birth Rate,25.241427167,23.56701313,26.915841204
Houston,2023,% Uninsured,12.865786538,11.078552495,14.653020581
Houston,2023,Preventable Hospitalization Rate,4449.0,,
Houston,2023,% Unemployed,3.5810905034,,
Houston,2023,% Children in Poverty,16.3,11.176595745,21.423404255
Houston,2023,Injury Death Rate,59.688617958,54.263350937,65.113884979
Houston,2023,Drug Overdose Mortality Rate,11.405832182,8.5684121756,14.88213686
Houston,2023,Median Household Income,71609.0,66036.404255,77181.595745
Houston,2023,Suicide Rate (Age-Adjusted),16.118371295,13.240495795,18.996246795
Irwin,2023,Average Number of Physically Unhealthy Days,4.1599238079,3.8236445262,4.5027458979
Irwin,2023,Average Number of Mentally Unhealthy Days,5.1731026848,4.8961655223,5.4388919319
Irwin,2023,% Adults Reporting Currently Smoking,23.5,20.6,26.5
Irwin,2023,% Adults with Obesity,41.2,39.7,42.7
Irwin,2023,% Excessive Drinking,15.946999587,15.20917557,16.698487612
Irwin,2023,Teen Birth Rate,31.299734748,23.826808291,40.374377381
Irwin,2023,% Uninsured,16.059067836,13.676089112,18.442046559
Irwin,2023,Preventable Hospitalization Rate,3602.0,,
Irwin,2023,% Unemployed,4.5123318386,,
Irwin,2023,% Children in Poverty,29.9,20.24893617,39.55106383
Irwin,2023,Injury Death Rate,82.920502626,58.964583355,113.3550568
Irwin,2023,Drug Overdose Mortality Rate,,,
Irwin,2023,Median Household Income,44540.0,38662.382979,50417.617021
Irwin,2023,Suicide Rate (Age-Adjusted),,,
Jackson,2023,Average Number of Physically Unhealthy Days,3.4573734748,3.1249195761,3.8073342807
Jackson,2023,Average Number of Mentally Unhealthy Days,5.1439287927,4.8419319801,5.4264682692
Jackson,2023,% Adults Reporting Currently Smoking,18.2,15.3,21.2
Jackson,2023,% Adults with Obesity,34.2,32.7,35.7
Jackson,2023,% Excessive Drinking,17.571232438,16.761653008,18.345415015
Jackson,2023,Teen Birth Rate,19.030120087,16.839845313,21.22039486
Jackson,2023,% Uninsured,15.248880695,13.342497717,17.155263674
Jackson,2023,Preventable Hospitalization Rate,3441.0,,
Jackson,2023,% Unemployed,2.3805074055,,
Jackson,2023,% Children in Poverty,13.3,9.6063829787,16.993617021
Jackson,2023,Injury Death Rate,74.772838411,65.735884568,83.809792254
Jackson,2023,Drug Overdose Mortality Rate,17.759724588,12.628900304,24.278128155
Jackson,2023,Median Household Income,72486.0,67118.340426,77853.659574
Jackson,2023,Suicide Rate (Age-Adjusted),19.134691302,14.858836512,24.257780672
Jasper,2023,Average Number of Physically Unhealthy Days,3.9318830063,3.6253167862,4.2731588722
Jasper,2023,Average Number of Mentally Unhealthy Days,5.3104753169,5.0043297786,5.597213197
Jasper,2023,% Adults Reporting Currently Smoking,22.3,19.3,25.3
Jasper,2023,% Adults with Obesity,37.6,36.0,39.1
Jasper,2023,% Excessive Drinking,17.447760733,16.653139954,18.357540281
Jasper,2023,Teen Birth Rate,23.024054983,17.843326366,29.239735955
Jasper,2023,% Uninsured,19.800361415,17.179084819,22.42163801
Jasper,2023,Preventable Hospitalization Rate,2198.0,,
Jasper,2023,% Unemployed,3.2130219391,,
Jasper,2023,% Children in Poverty,20.8,13.531914894,28.068085106
Jasper,2023,Injury Death Rate,78.16941444,58.887900755,101.7482376
Jasper,2023,Drug Overdose Mortality Rate,,,
Jasper,2023,Median Household Income,61354.0,52427.361702,70280.638298
Jasper,2023,Suicide Rate (Age-Adjusted),21.090685272,11.530473897,35.38658616
Jeff Davis,2023,Average Number of Physically Unhealthy Days,4.3707063887,4.0347764818,4.7009966311
Jeff Davis,2023,Average Number of Mentally Unhealthy Days,5.5006838671,5.2156778455,5.7733844332
Jeff Davis,2023,% Adults Reporting Currently Smoking,24.6,21.4,27.5
Jeff Davis,2023,% Adults with Obesity,37.3,35.9,38.8
Jeff Davis,2023,% Excessive Drinking,15.846762351,15.11479604,16.602073773
Jeff Davis,2023,Teen Birth Rate,44.444444444,37.60034918,51.288539709
Jeff Davis,2023,% Uninsured,20.517815112,17.658240644,23.37738958
Jeff Davis,2023,Preventable Hospitalization Rate,3161.0,,
Jeff Davis,2023,% Unemployed,3.9672131148,,
Jeff Davis,2023,% Children in Poverty,29.9,19.534042553,40.265957447
Jeff Davis,2023,Injury Death Rate,96.998365644,76.0312347,121.960882
Jeff Davis,2023,Drug Overdose Mortality Rate,,,
Jeff Davis,2023,Median Household Income,42192.0,36004.595745,48379.404255
Jeff Davis,2023,Suicide Rate (Age-Adjusted),,,
