County,Feature,Coefficient,Value
Bartow,% Smokers,b,-722.0365475585853
Bartow,% Smokers,c,0.17886373037822523
Ben Hill,% Smokers,a,355772.6756390254
Ben Hill,% Smokers,b,-352.76653133935173
Ben Hill,% Smokers,c,0.08745183891909392
Berrien,% Smokers,a,876347.4272533169
Berrien,% Smokers,b,-868.1145388238639
Berrien,% Smokers,c,0.2149951522515039
Bibb,% Smokers,a,177393.29552633435
Bibb,% Smokers,b,-175.9944998004684
Bibb,% Smokers,c,0.04365646278117197
Bleckley,% Smokers,a,370617.8837690817
Bleckley,% Smokers,b,-367.56124421993644
Bleckley,% Smokers,c,0.09113699851764068
Brantley,% Smokers,a,179270.47726964657
Brantley,% Smokers,b,-178.30337368448775
Brantley,% Smokers,c,0.04434024704355011
Brooks,% Smokers,a,211760.6920219079
Brooks,% Smokers,b,-210.1447082113208
Brooks,% Smokers,c,0.0521401352467592
Bryan,% Smokers,a,619185.1108845429
Bryan,% Smokers,b,-613.4168458971536
Bryan,% Smokers,c,0.15192933670289221
Bulloch,% Smokers,a,89224.89482560467
Bulloch,% Smokers,b,-88.43930221787167
Bulloch,% Smokers,c,0.02192011093846702
Burke,% Smokers,a,35530.38432813798
Burke,% Smokers,b,-36.41178577317795
Burke,% Smokers,c,0.009323298569746896
Butts,% Smokers,a,32930.506864678006
Butts,% Smokers,b,-33.753418791192836
Butts,% Smokers,c,0.008644402109645455
Calhoun,% Smokers,a,169410.6589556714
Calhoun,% Smokers,b,-167.93246774473914
Calhoun,% Smokers,c,0.04162308931046255
Camden,% Smokers,a,274442.4665055181
Camden,% Smokers,b,-271.67722890276286
Camden,% Smokers,c,0.0672394506413525
Candler,% Smokers,a,989012.9319063041
Candler,% Smokers,b,-979.8804502149793
Candler,% Smokers,c,0.2427134026602289
Carroll,% Smokers,a,146755.88563634537
Carroll,% Smokers,b,-145.4849173251064
Carroll,% Smokers,c,0.036061056917759515
Catoosa,% Smokers,a,1057888.5958634324
Catoosa,% Smokers,b,-1047.9589673935861
Catoosa,% Smokers,c,0.2595345325589733
Charlton,% Smokers,a,2293897.153173679
Charlton,% Smokers,b,-2272.4780970100765
Charlton,% Smokers,c,0.562819374132232
Chatham,% Smokers,a,29445.524740677458
Chatham,% Smokers,b,-29.012663023721913
Chatham,% Smokers,c,0.007150634860956018
Chattahoochee,% Smokers,a,83730.64559559569
Chattahoochee,% Smokers,b,-83.037389722203
Chattahoochee,% Smokers,c,0.020592091844477522
Chattooga,% Smokers,a,1779991.930463546
Chattooga,% Smokers,b,-1763.6385224261433
Chattooga,% Smokers,c,0.43686378061102005
Cherokee,% Smokers,a,246899.85067539677
Cherokee,% Smokers,b,-244.4615256391428
Cherokee,% Smokers,c,0.060515389562084465
Clarke,% Smokers,a,-372900.1929226035
Clarke,% Smokers,b,369.14595323441114
Clarke,% Smokers,c,-0.09135253997158088
Clay,% Smokers,a,-451468.72175666527
Clay,% Smokers,b,447.0617465993272
Clay,% Smokers,c,-0.11066793073990766
Clayton,% Smokers,a,114765.38059054158
Clayton,% Smokers,b,-113.67187192355665
Clayton,% Smokers,c,0.02815186288908933
Clinch,% Smokers,a,211831.53025904688
Clinch,% Smokers,b,-211.16402791835029
Clinch,% Smokers,c,0.05262842809912627
Cobb,% Smokers,a,7876.04418052481
Cobb,% Smokers,b,-7.654061424915555
Cobb,% Smokers,c,0.001862285716574874
Coffee,% Smokers,a,534133.8778314553
Coffee,% Smokers,b,-529.5914717010504
Coffee,% Smokers,c,0.13127699426752315
Colquitt,% Smokers,a,721106.0139422895
Colquitt,% Smokers,b,-714.4694675068388
Colquitt,% Smokers,c,0.17697869246967457
Columbia,% Smokers,a,279691.26082131575
Columbia,% Smokers,b,-276.9596682422837
Columbia,% Smokers,c,0.0685672811065956
Cook,% Smokers,a,149127.6096496466
Cook,% Smokers,b,-148.08957262262496
Cook,% Smokers,c,0.03676977586934527
Coweta,% Smokers,a,195712.97190514958
Coweta,% Smokers,b,-193.94570743044673
Coweta,% Smokers,c,0.048052460239233596
Crawford,% Smokers,a,1689519.945427566
Crawford,% Smokers,b,-1673.7275070784083
Crawford,% Smokers,c,0.41452514330740087
Crisp,% Smokers,a,111388.5542711359
Crisp,% Smokers,b,-111.02027637564163
Crisp,% Smokers,c,0.027667867781644873
Dade,% Smokers,a,967699.5389230312
Dade,% Smokers,b,-959.2429624326091
Dade,% Smokers,c,0.23771911957578595
Dawson,% Smokers,a,688196.7783030543
Dawson,% Smokers,b,-681.047401561755
Dawson,% Smokers,c,0.1684969782089638
DeKalb,% Smokers,a,-89829.5638456523
DeKalb,% Smokers,b,88.78179428973166
DeKalb,% Smokers,c,-0.021932838107431962
Decatur,% Smokers,a,-1716.5451520102358
Decatur,% Smokers,b,1.6897718677127547
Decatur,% Smokers,c,-0.0004104561712512389
Dodge,% Smokers,a,472134.11855897313
Dodge,% Smokers,b,-468.33035814653795
Dodge,% Smokers,c,0.11614403908578197
Dooly,% Smokers,a,222616.01988198215
Dooly,% Smokers,b,-220.72537048654476
Dooly,% Smokers,c,0.05471795476455554
Dougherty,% Smokers,a,77151.57957340525
Dougherty,% Smokers,b,-76.74924383715155
Dougherty,% Smokers,c,0.019092164346076856
Douglas,% Smokers,a,-32580.50604006222
Douglas,% Smokers,b,32.04140859926598
Douglas,% Smokers,c,-0.007873180301764648
Early,% Smokers,a,742789.137322911
Early,% Smokers,b,-736.2511887310508
Early,% Smokers,c,0.1824479326760411
Echols,% Smokers,a,-134986.7661174831
Echols,% Smokers,b,133.26778118136514
Echols,% Smokers,c,-0.03288713070165272
Effingham,% Smokers,a,657980.586625677
Effingham,% Smokers,b,-652.09042391447
Effingham,% Smokers,c,0.16156718821400773
Elbert,% Smokers,a,994415.1962637639
Elbert,% Smokers,b,-986.00369645886
Elbert,% Smokers,c,0.2444200747791001
Emanuel,% Smokers,a,536840.0230862802
Emanuel,% Smokers,b,-532.2549242977401
Emanuel,% Smokers,c,0.13193252687926815
Evans,% Smokers,a,1582589.4769013836
Evans,% Smokers,b,-1567.6495181556838
Evans,% Smokers,c,0.388217520862554
Fannin,% Smokers,a,722125.7093552413
Fannin,% Smokers,b,-715.2234790634376
Fannin,% Smokers,c,0.17710119642424615
Fayette,% Smokers,a,77975.28769595592
Fayette,% Smokers,b,-77.26834608473621
Fayette,% Smokers,c,0.01914512886776265
Floyd,% Smokers,a,182411.8383096449
Floyd,% Smokers,b,-181.03910161820787
Floyd,% Smokers,c,0.04492365444602342
Forsyth,% Smokers,a,-36354.327959597744
Forsyth,% Smokers,b,36.18437556088022
Forsyth,% Smokers,c,-0.009000489239348042
Franklin,% Smokers,a,565339.6990879414
Franklin,% Smokers,b,-560.5133829734224
Franklin,% Smokers,c,0.1389367116325957
Fulton,% Smokers,a,-30322.553477404876
Fulton,% Smokers,b,30.157803350033646
Fulton,% Smokers,c,-0.007494885458285694
Gilmer,% Smokers,a,776905.2223644796
Gilmer,% Smokers,b,-769.7714168455094
Gilmer,% Smokers,c,0.1906801094316961
Glascock,% Smokers,a,171813.8902453727
Glascock,% Smokers,b,-171.4062128751953
Glascock,% Smokers,c,0.042752539019204505
Glynn,% Smokers,a,342690.8858644036
Glynn,% Smokers,b,-339.75323607051325
Glynn,% Smokers,c,0.08421432216374569
Gordon,% Smokers,a,303627.3022327744
Gordon,% Smokers,b,-300.8382929363541
Gordon,% Smokers,c,0.07452366114324604
Grady,% Smokers,a,191150.36522037763
Grady,% Smokers,b,-189.0608771389454
Grady,% Smokers,c,0.04675384410526817
Greene,% Smokers,a,-367742.33581857017
Greene,% Smokers,b,363.7411860477832
Greene,% Smokers,c,-0.0899410792189883
Gwinnett,% Smokers,a,101828.58078843338
Gwinnett,% Smokers,b,-100.8756886922961
Gwinnett,% Smokers,c,0.024986344455854237
Habersham,% Smokers,a,429675.5189332421
Habersham,% Smokers,b,-425.4783753290713
Habersham,% Smokers,c,0.10533521180769867
Hall,% Smokers,a,265485.7085194656
Hall,% Smokers,b,-263.11626964535077
Hall,% Smokers,c,0.06519608495676721
Hancock,% Smokers,a,-54861.857202874155
Hancock,% Smokers,b,53.538519585172295
Hancock,% Smokers,c,-0.013052995157941893
Haralson,% Smokers,a,1659876.0744254745
Haralson,% Smokers,b,-1644.052883137346
Haralson,% Smokers,c,0.4070996125417423
Harris,% Smokers,a,294965.4382102762
Harris,% Smokers,b,-292.08183403249484
Harris,% Smokers,c,0.0723102801931077
Hart,% Smokers,a,610083.1678248588
Hart,% Smokers,b,-604.7717085163199
Hart,% Smokers,c,0.14988122797876713
Heard,% Smokers,a,543769.4520475785
Heard,% Smokers,b,-539.4663365736785
Heard,% Smokers,c,0.1338036887080989
Henry,% Smokers,a,57120.50842884387
Henry,% Smokers,b,-56.31765917092709
Henry,% Smokers,c,0.013885384524321864
Houston,% Smokers,a,271771.083727749
Houston,% Smokers,b,-268.99493581815756
Houston,% Smokers,c,0.06656606090456307
Irwin,% Smokers,a,-413882.94720368774
Irwin,% Smokers,b,409.13537188182585
Irwin,% Smokers,c,-0.10110467940592116
Jackson,% Smokers,a,486789.74214930646
Jackson,% Smokers,b,-482.0484050677625
Jackson,% Smokers,c,0.11934262339786983
Jasper,% Smokers,a,412765.0074886629
Jasper,% Smokers,b,-409.31628216745577
Jasper,% Smokers,c,0.10147896804971879
Jeff Davis,% Smokers,a,388850.88425277785
Jeff Davis,% Smokers,b,-386.2072265303485
Jeff Davis,% Smokers,c,0.09589983366441857
Jefferson,% Smokers,a,-323284.78815416433
Jefferson,% Smokers,b,319.42084782621424
Jefferson,% Smokers,c,-0.07889477906536513
Jenkins,% Smokers,a,29706.749778178448
Jenkins,% Smokers,b,-30.45888053870129
Jenkins,% Smokers,c,0.007804375815332776
Johnson,% Smokers,a,330566.17854619585
Johnson,% Smokers,b,-328.85676158397234
Johnson,% Smokers,c,0.08179262713883872
Jones,% Smokers,a,1117067.1425033899
Jones,% Smokers,b,-1106.6910228277943
Jones,% Smokers,c,0.2741069309688555
Lamar,% Smokers,a,-155761.5847230373
Lamar,% Smokers,b,153.6477090704057
Lamar,% Smokers,c,-0.03788515018862881
Lanier,% Smokers,a,182372.40948037247
Lanier,% Smokers,b,-181.19215315509837
Lanier,% Smokers,c,0.045009698165074497
Laurens,% Smokers,a,301453.68429074436
Laurens,% Smokers,b,-298.99123407349697
Laurens,% Smokers,c,0.07414231564922602
Lee,% Smokers,a,189332.43095067266
Lee,% Smokers,b,-187.3619570920452
Lee,% Smokers,c,0.04635716255057787
Liberty,% Smokers,a,638141.8295261521
Liberty,% Smokers,b,-631.7580524991355
Liberty,% Smokers,c,0.15636430193285378
Lincoln,% Smokers,a,3639108.6045594946
Lincoln,% Smokers,b,-3603.774490538988
Lincoln,% Smokers,c,0.8921998129067106
Long,% Smokers,a,157682.52339135745
Long,% Smokers,b,-156.87608731538754
Long,% Smokers,c,0.0390225161567912
Lowndes,% Smokers,a,286940.0031431853
Lowndes,% Smokers,b,-283.8973032179016
Lowndes,% Smokers,c,0.070226474750541
Lumpkin,% Smokers,a,77248.19515833812
Lumpkin,% Smokers,b,-77.08897234062134
Lumpkin,% Smokers,c,0.019235953198034395
Macon,% Smokers,a,1721212.4271521557
Macon,% Smokers,b,-1704.6731206970296
Macon,% Smokers,c,0.4220786925407083
Madison,% Smokers,a,522385.9064822174
Madison,% Smokers,b,-517.5844332241866
Madison,% Smokers,c,0.12821153381150907
Marion,% Smokers,a,98313.31723161864
Marion,% Smokers,b,-97.93539051672363
Marion,% Smokers,c,0.02439389590105634
McDuffie,% Smokers,a,212901.21736821937
McDuffie,% Smokers,b,-211.11639989129105
McDuffie,% Smokers,c,0.05234179718274845
McIntosh,% Smokers,a,693824.8814480618
McIntosh,% Smokers,b,-687.1390698072164
McIntosh,% Smokers,c,0.17013404564852408
Meriwether,% Smokers,a,220137.713989129
Meriwether,% Smokers,b,-218.8169304320069
Meriwether,% Smokers,c,0.05438033781851459
Miller,% Smokers,a,144524.10750508396
Miller,% Smokers,b,-143.82949892822924
Miller,% Smokers,c,0.035788571487728404
Mitchell,% Smokers,a,117542.53807541083
Mitchell,% Smokers,b,-117.26101369375066
Mitchell,% Smokers,c,0.02924897594546394
Monroe,% Smokers,a,1662631.3502093994
Monroe,% Smokers,b,-1646.6039722573164
Monroe,% Smokers,c,0.4076867663052326
Montgomery,% Smokers,a,161259.01062126673
Montgomery,% Smokers,b,-160.4179246677037
Montgomery,% Smokers,c,0.03989935627575392
Morgan,% Smokers,a,156815.37959091226
Morgan,% Smokers,b,-155.70296845951069
Morgan,% Smokers,c,0.03865345433226253
Murray,% Smokers,a,796620.6956993545
Murray,% Smokers,b,-789.2062403837822
Murray,% Smokers,c,0.19547015299372106
Muscogee,% Smokers,a,259333.897609398
Muscogee,% Smokers,b,-256.8280299044875
Muscogee,% Smokers,c,0.06359138114697771
Newton,% Smokers,a,661015.4844010224
Newton,% Smokers,b,-654.8605604570051
Newton,% Smokers,c,0.1621950428883565
Oconee,% Smokers,a,92324.5190364195
Oconee,% Smokers,b,-91.41003626765931
Oconee,% Smokers,c,0.02262939748661097
Oglethorpe,% Smokers,a,1326119.9597350229
Oglethorpe,% Smokers,b,-1313.8570536220984
Oglethorpe,% Smokers,c,0.3254311440584843
Paulding,% Smokers,a,370011.10933907575
Paulding,% Smokers,b,-366.5130778631778
Paulding,% Smokers,c,0.09076604187316661
Peach,% Smokers,a,272636.69082041475
Peach,% Smokers,b,-270.2187049350963
Peach,% Smokers,c,0.06696024063444384
Pickens,% Smokers,a,946748.4941596579
Pickens,% Smokers,b,-937.6461311701182
Pickens,% Smokers,c,0.23216180892859484
Pierce,% Smokers,a,1054369.496583579
Pierce,% Smokers,b,-1045.2754112562372
Pierce,% Smokers,c,0.2590692206906624
Pike,% Smokers,a,180276.17081349212
Pike,% Smokers,b,-179.19894621782234
Pike,% Smokers,c,0.04453566360874106
Polk,% Smokers,a,611343.4833097153
Polk,% Smokers,b,-605.8694086467722
Polk,% Smokers,c,0.15011580782493184
Pulaski,% Smokers,a,372967.2561751302
Pulaski,% Smokers,b,-370.32240881464526
Pulaski,% Smokers,c,0.09192823316629983
Putnam,% Smokers,a,726311.8108606208
Putnam,% Smokers,b,-719.9714758370837
Putnam,% Smokers,c,0.17842568158994254
Quitman,% Smokers,a,387162.9512708464
Quitman,% Smokers,b,-384.2478835248328
Quitman,% Smokers,c,0.09534337624097589
Rabun,% Smokers,a,455000.6311905944
Rabun,% Smokers,b,-451.3469471027926
Rabun,% Smokers,c,0.11193477358233395
Randolph,% Smokers,a,-16908.98363062385
Randolph,% Smokers,b,15.564998576735093
Randolph,% Smokers,c,-0.0035555510527576217
Richmond,% Smokers,a,156450.89796511934
Richmond,% Smokers,b,-154.94938303669736
Richmond,% Smokers,c,0.03837066342458684
Rockdale,% Smokers,a,-19148.643505327844
Rockdale,% Smokers,b,18.470603466505928
Rockdale,% Smokers,c,-0.004446776811921183
Schley,% Smokers,a,-71278.91133707481
Schley,% Smokers,b,70.0690444830263
Schley,% Smokers,c,-0.0172141256852143
Screven,% Smokers,a,-28129.824451057473
Screven,% Smokers,b,27.335170798030926
Screven,% Smokers,c,-0.006632964473649139
Seminole,% Smokers,a,20120.539517995887
Seminole,% Smokers,b,-20.83198194324257
Seminole,% Smokers,c,0.005386813413746694
Spalding,% Smokers,a,312653.67305148626
Spalding,% Smokers,b,-310.1301018839953
Spalding,% Smokers,c,0.0769114748010793
Stephens,% Smokers,a,372867.23593865696
Stephens,% Smokers,b,-369.7276761335059
Stephens,% Smokers,c,0.09165813044478455
Stewart,% Smokers,a,-897420.9529536578
Stewart,% Smokers,b,888.8667177669064
Stewart,% Smokers,c,-0.22009222121334915
Sumter,% Smokers,a,183318.1550379603
Sumter,% Smokers,b,-181.77055806253483
Sumter,% Smokers,c,0.0450642195249884
Talbot,% Smokers,a,-19545.27312879749
Talbot,% Smokers,b,18.491385604811512
Talbot,% Smokers,c,-0.004358896924848921
Taliaferro,% Smokers,a,625263.8663712948
Taliaferro,% Smokers,b,-619.8425300614335
Taliaferro,% Smokers,c,0.1536223652933586
Tattnall,% Smokers,a,186833.55339657428
Tattnall,% Smokers,b,-184.8815895401487
Tattnall,% Smokers,c,0.045743140450866804
Taylor,% Smokers,a,298699.9862434252
Taylor,% Smokers,b,-296.6931218219746
Taylor,% Smokers,c,0.07367990088692977
Telfair,% Smokers,a,-1711.8748395982618
Telfair,% Smokers,b,1.5957188112893377
Telfair,% Smokers,c,-0.00036448902626440294
Terrell,% Smokers,a,227528.78813482233
Terrell,% Smokers,b,-225.99999318302548
Terrell,% Smokers,c,0.05612552607291832
Thomas,% Smokers,a,112828.79630664673
Thomas,% Smokers,b,-111.84617621641172
Thomas,% Smokers,c,0.027722872579914792
Tift,% Smokers,a,121555.2758862873
Tift,% Smokers,b,-120.84954059205697
Tift,% Smokers,c,0.030041435736904987
Toombs,% Smokers,a,520839.8167537993
Toombs,% Smokers,b,-516.4665556892705
Toombs,% Smokers,c,0.12803730123278
Towns,% Smokers,a,334930.3933064119
Towns,% Smokers,b,-332.3703095229108
Towns,% Smokers,c,0.08246095420810207
Treutlen,% Smokers,a,1257160.4789361218
Treutlen,% Smokers,b,-1246.1963248983525
Treutlen,% Smokers,c,0.308836502733584
Troup,% Smokers,a,65141.27376006708
Troup,% Smokers,b,-65.23115644198674
Troup,% Smokers,c,0.016333152500607184
Turner,% Smokers,a,430017.55811320466
Turner,% Smokers,b,-426.7936756939366
Turner,% Smokers,c,0.10590314110748977
Twiggs,% Smokers,a,-511338.09278316546
Twiggs,% Smokers,b,506.1103997725558
Twiggs,% Smokers,c,-0.12522827341149423
Union,% Smokers,a,736240.0336999241
Union,% Smokers,b,-730.1650356592871
Union,% Smokers,c,0.18103841255299358
Upson,% Smokers,a,994111.3646246373
Upson,% Smokers,b,-984.8884489873383
Upson,% Smokers,c,0.24394263503074853
Walker,% Smokers,a,781493.4910867107
Walker,% Smokers,b,-774.2183051557591
Walker,% Smokers,c,0.19175744277708873
Walton,% Smokers,a,301767.2894346768
Walton,% Smokers,b,-299.39416713271373
Walton,% Smokers,c,0.07426401468381982
Ware,% Smokers,a,650330.1238944698
Ware,% Smokers,b,-644.6551017366718
Ware,% Smokers,c,0.15976243130330658
Warren,% Smokers,a,246888.7488811265
Warren,% Smokers,b,-245.5135194401716
Warren,% Smokers,c,0.06104078211242836
Washington,% Smokers,a,1055756.335383033
Washington,% Smokers,b,-1045.9735483332486
Washington,% Smokers,c,0.25907535194005504
Wayne,% Smokers,a,558390.9790966145
Wayne,% Smokers,b,-553.4534975903001
Wayne,% Smokers,c,0.13714484112017544
Webster,% Smokers,a,253783.90739368528
Webster,% Smokers,b,-252.0555988650556
Webster,% Smokers,c,0.06258915296632495
Wheeler,% Smokers,a,101213.98733537395
Wheeler,% Smokers,b,-100.90484730503984
Wheeler,% Smokers,c,0.025154110802290575
White,% Smokers,a,337293.4267776889
White,% Smokers,b,-334.65724196085296
White,% Smokers,c,0.08301435449044448
Whitfield,% Smokers,a,434393.82434934593
Whitfield,% Smokers,b,-430.4324702335256
Whitfield,% Smokers,c,0.10663141896765183
Wilcox,% Smokers,a,718036.5104697088
Wilcox,% Smokers,b,-711.7381002607784
Wilcox,% Smokers,c,0.1763787736250606
Wilkes,% Smokers,a,269762.73990812077
Wilkes,% Smokers,b,-268.0384047679482
Wilkes,% Smokers,c,0.06658560199855401
Wilkinson,% Smokers,a,349124.87683312467
Wilkinson,% Smokers,b,-346.65840215277433
Wilkinson,% Smokers,c,0.08605676262345696
Worth,% Smokers,a,723689.5296363684
Worth,% Smokers,b,-717.0487810865542
Worth,% Smokers,c,0.17762209245404392
Appling,% Unemployed,a,58049.59029516455
Appling,% Unemployed,b,-56.77283340766293
Appling,% Unemployed,c,0.01388019618350711
Atkinson,% Unemployed,a,544875.1753247081
Atkinson,% Unemployed,b,-538.8948426389715
Atkinson,% Unemployed,c,0.1332457883834195
Bacon,% Unemployed,a,215876.23649872062
Bacon,% Unemployed,b,-213.31078725655817
Bacon,% Unemployed,c,0.05269480400232851
Baker,% Unemployed,a,26500.692986058944
Baker,% Unemployed,b,-25.809050369902334
Baker,% Unemployed,c,0.0062836017290024415
Baldwin,% Unemployed,a,450273.01499570557
Baldwin,% Unemployed,b,-445.3948815757259
Baldwin,% Unemployed,c,0.11014366001859344
Banks,% Unemployed,a,16803.67620903017
Banks,% Unemployed,b,-16.196196658207054
Banks,% Unemployed,c,0.003900738220846023
Barrow,% Unemployed,a,275740.09997526504
Barrow,% Unemployed,b,-272.6954048167421
Barrow,% Unemployed,c,0.06742192780956202
Bartow,% Unemployed,a,342629.8979865533
Bartow,% Unemployed,b,-338.9623388910833
Bartow,% Unemployed,c,0.08383452280946813
Ben Hill,% Unemployed,a,206770.21584568266
Ben Hill,% Unemployed,b,-204.0965464374769
Ben Hill,% Unemployed,c,0.050365552646894685
Berrien,% Unemployed,a,228057.82617774556
Berrien,% Unemployed,b,-225.27251754985772
Berrien,% Unemployed,c,0.055631241368274686
Bibb,% Unemployed,a,273025.045597811
Bibb,% Unemployed,b,-270.09087371342287
Bibb,% Unemployed,c,0.066798343057485
Bleckley,% Unemployed,a,14949.708526689326
Bleckley,% Unemployed,b,-13.881315083207182
Bleckley,% Unemployed,c,0.0032098508273143977
Brantley,% Unemployed,a,115642.8683360796
Brantley,% Unemployed,b,-113.83506068730027
Brantley,% Unemployed,c,0.028014245960008566
Brooks,% Unemployed,a,134590.7624057401
Brooks,% Unemployed,b,-132.8633320340093
Brooks,% Unemployed,c,0.03279035078523407
Bryan,% Unemployed,a,124640.38622797192
Bryan,% Unemployed,b,-123.0477446626692
Bryan,% Unemployed,c,0.03036961529765847
Bulloch,% Unemployed,a,222978.73362926615
Bulloch,% Unemployed,b,-220.41636076575472
Bulloch,% Unemployed,c,0.05447194693007873
Burke,% Unemployed,a,68681.92791118196
Burke,% Unemployed,b,-67.4630651026398
Burke,% Unemployed,c,0.01656708828446085
Butts,% Unemployed,a,301565.05471350177
Butts,% Unemployed,b,-298.14244685842147
Butts,% Unemployed,c,0.07369067043754285
Calhoun,% Unemployed,a,175424.68310463516
Calhoun,% Unemployed,b,-173.14603250931194
Calhoun,% Unemployed,c,0.04272503843426989
Camden,% Unemployed,a,141017.56980147414
Camden,% Unemployed,b,-139.14936644097298
Camden,% Unemployed,c,0.03432719489990177
Candler,% Unemployed,a,172010.2657274146
Candler,% Unemployed,b,-169.73837724058785
Candler,% Unemployed,c,0.0418746747225498
Carroll,% Unemployed,a,201764.6037619271
Carroll,% Unemployed,b,-199.29988133994868
Carroll,% Unemployed,c,0.049217267222701366
Catoosa,% Unemployed,a,93119.79974201511
Catoosa,% Unemployed,b,-91.8371261230766
Catoosa,% Unemployed,c,0.022643633364438642
Charlton,% Unemployed,a,167577.7941910602
Charlton,% Unemployed,b,-165.23278833950457
Charlton,% Unemployed,c,0.04073057497203081
Chatham,% Unemployed,a,256221.67443511673
Chatham,% Unemployed,b,-253.530847049608
Chatham,% Unemployed,c,0.06271823411972832
Chattahoochee,% Unemployed,a,281249.72789272264
Chattahoochee,% Unemployed,b,-277.43605641320534
Chattahoochee,% Unemployed,c,0.0684191846368094
Chattooga,% Unemployed,a,403070.6109415488
Chattooga,% Unemployed,b,-398.9303329607985
Chattooga,% Unemployed,c,0.09870945810126841
Cherokee,% Unemployed,a,230292.47407810483
Cherokee,% Unemployed,b,-227.75743068977152
Cherokee,% Unemployed,c,0.05631336683532595
Clarke,% Unemployed,a,88096.94764496712
Clarke,% Unemployed,b,-86.9857272023478
Clarke,% Unemployed,c,0.021473153374913068
Clay,% Unemployed,a,-33570.198107891934
Clay,% Unemployed,b,33.21346778996123
Clay,% Unemployed,c,-0.008212739129881186
Clayton,% Unemployed,a,444266.11363287957
Clayton,% Unemployed,b,-439.82635781401046
Clayton,% Unemployed,c,0.10885929514012105
Clinch,% Unemployed,a,85638.08733099882
Clinch,% Unemployed,b,-84.01297668004347
Clinch,% Unemployed,c,0.02060412150140678
Cobb,% Unemployed,a,294088.22740288207
Cobb,% Unemployed,b,-290.9767882423933
Cobb,% Unemployed,c,0.07197550228090677
Coffee,% Unemployed,a,595922.9308025374
Coffee,% Unemployed,b,-589.5916559899083
Coffee,% Unemployed,c,0.14583297417118501
Colquitt,% Unemployed,a,82318.00649153405
Colquitt,% Unemployed,b,-80.8905405221061
Colquitt,% Unemployed,c,0.019871932025324668
Columbia,% Unemployed,a,29186.021885160266
Columbia,% Unemployed,b,-28.50982685592567
Columbia,% Unemployed,c,0.006962008696589805
Cook,% Unemployed,a,326153.4767208055
Cook,% Unemployed,b,-322.3554457866224
Cook,% Unemployed,c,0.07965124350545238
Coweta,% Unemployed,a,274843.9535606632
Coweta,% Unemployed,b,-271.8978066455934
Coweta,% Unemployed,c,0.06724677841049242
Crawford,% Unemployed,a,182770.83036402892
Crawford,% Unemployed,b,-180.51216172359068
Crawford,% Unemployed,c,0.04457122930324431
Crisp,% Unemployed,a,614113.881987231
Crisp,% Unemployed,b,-608.0559165037287
Crisp,% Unemployed,c,0.15051588019571227
Dade,% Unemployed,a,82889.62759892197
Dade,% Unemployed,b,-81.61401930784658
Dade,% Unemployed,c,0.020089876724668443
Dawson,% Unemployed,a,260929.42427347254
Dawson,% Unemployed,b,-258.0422192567386
Dawson,% Unemployed,c,0.0637975450665067
DeKalb,% Unemployed,a,340809.87839881383
DeKalb,% Unemployed,b,-337.3121074485093
DeKalb,% Unemployed,c,0.08346376762267482
Decatur,% Unemployed,a,294342.4557221992
Decatur,% Unemployed,b,-290.81837686305306
Decatur,% Unemployed,c,0.07183501461588548
Dodge,% Unemployed,a,41928.16139715271
Dodge,% Unemployed,b,-40.77861085179301
Dodge,% Unemployed,c,0.009913467239343277
Dooly,% Unemployed,a,400085.62895386934
Dooly,% Unemployed,b,-395.8134584698994
Dooly,% Unemployed,c,0.09789815339246388
Dougherty,% Unemployed,a,319925.05103195034
Dougherty,% Unemployed,b,-316.57601513472827
Dougherty,% Unemployed,c,0.07831704198326861
Douglas,% Unemployed,a,331981.61088302924
Douglas,% Unemployed,b,-328.5087798252592
Douglas,% Unemployed,c,0.0812692506697772
Early,% Unemployed,a,95416.3995178382
Early,% Unemployed,b,-94.09689893830556
Early,% Unemployed,c,0.02319989424456992
Echols,% Unemployed,a,83624.03155543718
Echols,% Unemployed,b,-82.4427517291661
Echols,% Unemployed,c,0.020320060995473455
Effingham,% Unemployed,a,171386.19010724226
Effingham,% Unemployed,b,-169.36950398811976
Effingham,% Unemployed,c,0.04184495001851474
Elbert,% Unemployed,a,423521.8313688799
Elbert,% Unemployed,b,-418.9376693893764
Elbert,% Unemployed,c,0.10360201532699875
Emanuel,% Unemployed,a,43945.56556617111
Emanuel,% Unemployed,b,-42.88349823830748
Emanuel,% Unemployed,c,0.01046121787033627
Evans,% Unemployed,a,193302.47700801256
Evans,% Unemployed,b,-191.0480069048649
Evans,% Unemployed,c,0.047205859498916425
Fannin,% Unemployed,a,166502.35852390257
Fannin,% Unemployed,b,-164.30928284108427
Fannin,% Unemployed,c,0.040536902905614625
Fayette,% Unemployed,a,168145.43705833054
Fayette,% Unemployed,b,-166.1654832101956
Fayette,% Unemployed,c,0.0410530541630294
Floyd,% Unemployed,a,192442.05325919477
Floyd,% Unemployed,b,-190.0906516000488
Floyd,% Unemployed,c,0.0469429781365136
Forsyth,% Unemployed,a,178114.8692927533
Forsyth,% Unemployed,b,-176.09333485816595
Forsyth,% Unemployed,c,0.04352444622736584
Franklin,% Unemployed,a,280911.87397671054
Franklin,% Unemployed,b,-277.6839791994087
Franklin,% Unemployed,c,0.0686242646448818
Fulton,% Unemployed,a,366566.77729529154
Fulton,% Unemployed,b,-362.81756962817576
Fulton,% Unemployed,c,0.08977788615754889
